T,Ch_0,Ch_1
0,-9.44E-05,-0.001612437
3.90625E-05,-0.00010533,-0.001560804
0.000078125,-0.000121477,-0.001571131
0.000117188,-9.63E-05,-0.001558927
0.00015625,-8.84E-05,-0.001530012
0.000195313,-0.0001104,-0.001524568
0.000234375,-0.000115094,-0.001624641
0.000273438,-0.000131992,-0.001589531
0.0003125,-0.00013462,-0.001471621
0.000351563,-0.000133494,-0.001722649
0.000390625,-0.00016391,-0.001857644
0.000429688,-0.000171795,-0.001760387
0.00046875,-0.000183812,-0.001711759
0.000507813,-0.000169542,-0.001702371
0.000546875,-0.000141191,-0.001799065
0.000585938,-0.000177991,-0.001756069
0.000625,-0.000176865,-0.001717016
0.000664063,-0.000170669,-0.00178611
0.000703125,-0.000184187,-0.001686788
0.000742188,-0.000155273,-0.00165731
0.00078125,-0.000195077,-0.001739922
0.000820313,-0.00021404,-0.001805449
0.000859375,-0.00020071,-0.001860461
0.000898438,-0.000214228,-0.001743677
0.0009375,-0.000187004,-0.001736543
0.000976563,-0.000193763,-0.001691106
0.001015625,-0.000190008,-0.001543906
0.001054688,-0.000169167,-0.001531139
0.00109375,-0.000169167,-0.001382437
0.001132813,-0.000157338,-0.001357841
0.001171875,-0.000163159,-0.001466927
0.001210938,-0.000170106,-0.001370984
0.00125,-0.000162596,-0.001421678
0.001289063,-0.000171983,-0.001452094
0.001328125,-0.00017142,-0.001354837
0.001367188,-0.000165224,-0.001424682
0.00140625,-0.000177428,-0.001469743
0.001445313,-0.000180808,-0.001584649
0.001484375,-0.00020071,-0.001483074
0.001523438,-0.000210285,-0.001423368
0.0015625,-0.000198644,-0.001632527
0.001601563,-0.000204653,-0.001558176
0.001640625,-0.000221926,-0.001577139
0.001679688,-0.000239387,-0.00174011
0.00171875,-0.000248399,-0.001760951
0.001757813,-0.000249526,-0.001753441
0.001796875,-0.000267738,-0.001744804
0.001835938,-0.000281444,-0.001765645
0.001875,-0.000281256,-0.001750812
0.001914063,-0.000283134,-0.001754755
0.001953125,-0.000286889,-0.001876983
0.001992188,-0.000288954,-0.001810142
0.00203125,-0.000296652,-0.001754755
0.002070313,-0.000304538,-0.001847318
0.002109375,-0.000282758,-0.001735792
0.002148438,-0.000300407,-0.001722085
0.0021875,-0.000291958,-0.001784796
0.002226563,-0.000280505,-0.001657873
0.002265625,-0.000306791,-0.001603237
0.002304688,-0.000291395,-0.001680404
0.00234375,-0.000304726,-0.001728469
0.002382813,-0.000316554,-0.001687163
0.002421875,-0.000311485,-0.001671204
0.002460938,-0.000309044,-0.001704812
0.0025,-0.000299469,-0.001630273
0.002539063,-0.000299281,-0.001568127
0.002578125,-0.000297591,-0.001590469
0.002617188,-0.000284636,-0.001646796
0.00265625,-0.000297591,-0.001618633
0.002695313,-0.00030773,-0.001509359
0.002734375,-0.000293836,-0.001489645
0.002773438,-0.000292146,-0.001386568
0.0028125,-0.000271869,-0.001280299
0.002851563,-0.000265861,-0.001269597
0.002890625,-0.000262669,-0.001202756
0.002929688,-0.000248212,-0.001133475
0.00296875,-0.000255159,-0.001182103
0.003007813,-0.000257412,-0.001193744
0.003046875,-0.000243142,-0.001150936
0.003085938,-0.000241077,-0.001156005
0.003125,-0.000237134,-0.001075459
0.003164063,-0.000219297,-0.000981957
0.003203125,-0.000202963,-0.000873622
0.003242188,-0.000201836,-0.000898218
0.00328125,-0.000221175,-0.000958112
0.003320313,-0.000220048,-0.000852031
0.003359375,-0.000209159,-0.000860104
0.003398438,-0.000208032,-0.000872496
0.0034375,-0.000203902,-0.000782374
0.003476563,-0.000201085,-0.000741631
0.003515625,-0.000187567,-0.000726235
0.003554688,-0.000161281,-0.000705582
0.00359375,-0.000168604,-0.000567019
0.003632813,-0.00015302,-0.000459436
0.003671875,-0.000115469,-0.000500178
0.003710938,-0.000128424,-0.000396913
0.00375,-0.000127673,-0.000347722
0.003789063,-0.000122416,-0.000379828
0.003828125,-0.000131428,-0.000389779
0.003867188,-0.000133869,-0.000486284
0.00390625,-0.000160342,-0.000554064
0.003945313,-0.000166351,-0.00051257
0.003984375,-0.000146261,-0.000485533
0.004023438,-0.000147951,-0.000499427
0.0040625,-0.0001288,-0.000387713
0.004101563,-0.000135559,-0.000407991
0.004140625,-0.000166914,-0.000498864
0.004179688,-0.0001656,-0.000608325
0.00421875,-0.000185689,-0.000584292
0.004257813,-0.00018813,-0.000453991
0.004296875,-0.000176114,-0.000563264
0.004335938,-0.000195828,-0.000526276
0.004375,-0.000201085,-0.000600439
0.004414063,-0.000210097,-0.000647941
0.004453125,-0.000196391,-0.000446293
0.004492188,-0.00017142,-0.000562137
0.00453125,-0.000195828,-0.000564203
0.004570313,-0.000187379,-0.000441223
0.004609375,-0.000195453,-0.000552937
0.004648438,-0.000211036,-0.000563452
0.0046875,-0.000191697,-0.000497362
0.004726563,-0.00021404,-0.000478962
0.004765625,-0.000207469,-0.000563827
0.004804688,-0.000176677,-0.000596684
0.00484375,-0.000183624,-0.000441223
0.004882813,-0.000187191,-0.000333452
0.004921875,-0.000160342,-0.000297028
0.004960938,-0.000155085,-0.000298342
0.005,-0.000167853,-0.000339648
0.005039063,-0.000172734,-0.000348285
0.005078125,-0.000176677,-0.000304726
0.005117188,-0.000158277,-0.000252342
0.00515625,-0.00015884,-0.000173861
0.005195313,-0.00014964,-0.000138751
0.005234375,-0.00014964,-0.00026342
0.005273438,-0.000164849,-0.000295526
0.0053125,-0.000150204,-0.000221363
0.005351563,-0.000181934,-0.000290644
0.005390625,-0.000182498,-0.000307542
0.005429688,-0.00015884,-0.000204277
0.00546875,-0.000166351,-0.00014964
0.005507813,-0.000150579,-0.000196391
0.005546875,-0.000155273,-0.000102139
0.005585938,-0.000137624,-1.15E-05
0.005625,-0.000128424,-0.000124669
0.005664063,-0.000126922,1.31428241790937E-05
0.005703125,-9.97E-05,8.03589821236017E-05
0.005742188,-0.000120538,-2.55E-05
0.00578125,-0.000123543,0.000107583
0.005820313,-8.92E-05,0.000274122
0.005859375,-8.66E-05,0.00022155
0.005898438,-0.000102326,0.000121477
0.0059375,-9.01E-05,0.000184187
0.005976563,-9.50E-05,0.000184187
0.006015625,-0.000119036,5.63263893389732E-05
0.006054688,-0.00011453,7.00324774114566E-05
0.00609375,-0.000104204,0.000144759
0.006132813,-0.000119224,9.01222229423571E-06
0.006171875,-0.00013124,5.42610883965441E-05
0.006210938,-9.93E-05,0.000121853
0.00625,-0.000111902,6.75916672067678E-06
0.006289063,-0.000144196,1.70856714328219E-05
0.006328125,-0.000125232,2.98529863496558E-05
0.006367188,-0.00013124,2.19672918421995E-05
0.00640625,-0.000149077,-1.45E-05
0.006445313,-0.000139314,1.68979168016919E-06
0.006484375,-0.000137061,1.50203704903928E-06
0.006523438,-0.000147387,-4.21E-05
0.0065625,-0.00014382,-1.63E-05
0.006601563,-0.000129175,6.32733106907798E-05
0.006640625,-0.00011791,8.8056921999928E-05
0.006679688,-0.000106832,0.000166538
0.00671875,-0.000102514,0.000205216
0.006757813,-0.000118098,0.000114343
0.006796875,-0.000132555,0.000147763
0.006835938,-0.000118661,0.00014044
0.006875,-0.000118285,0.000116596
0.006914063,-0.000141004,1.85877084818611E-05
0.006953125,-0.00014044,-4.51E-05
0.006992188,-0.000150767,-4.51E-05
0.00703125,-0.000167477,-0.000134057
0.007070313,-0.000166351,-4.37E-05
0.007109375,-0.000170293,-4.39E-05
0.007148438,-0.000168979,-0.000103641
0.0071875,-0.000162408,-1.50E-05
0.007226563,-0.000157902,-7.10E-05
0.007265625,-0.000174424,-5.29E-05
0.007304688,-0.000169355,-2.12E-05
0.00734375,-0.000135934,2.9477477087396E-05
0.007382813,-0.000147012,8.97467136800972E-05
0.007421875,-0.000137624,3.32325697099942E-05
0.007460938,-0.000106645,0.000202587
0.0075,-0.000125608,0.00021573
0.007539063,-0.000120914,0.000198269
0.007578125,-9.82E-05,0.000279379
0.007617188,-0.000105143,0.00024671
0.00765625,-0.000107771,0.000275248
0.007695313,-0.000104579,0.000312799
0.007734375,-8.51E-05,0.000391656
0.007773438,-8.51E-05,0.000410244
0.0078125,-9.05E-05,0.000369689
0.007851563,-6.91E-05,0.000390342
0.007890625,-8.86E-05,0.000359926
0.007929688,-9.65E-05,0.000250089
0.00796875,-8.24E-05,0.000352603
0.008007813,-9.18E-05,0.000446293
0.008046875,-8.51E-05,0.000400481
0.008085938,-8.79E-05,0.000431836
0.008125,-7.98E-05,0.000432023
0.008164063,-7.12E-05,0.00043653
0.008203125,-8.67E-05,0.000308669
0.008242188,-9.37E-05,0.00021404
0.00828125,-0.000112653,0.000288203
0.008320313,-0.000113592,0.000190195
0.008359375,-0.000110963,0.000263983
0.008398438,-0.000110775,0.000336456
0.0084375,-9.50E-05,0.000239575
0.008476563,-9.89E-05,0.000325942
0.008515625,-0.000119412,0.000185314
0.008554688,-0.000125983,0.000125232
0.00859375,-0.000130114,0.000100449
0.008632813,-0.000137812,4.80651855692571E-05
0.008671875,-0.000128049,0.000163722
0.008710938,-0.000130677,3.73631715948522E-05
0.00875,-0.000138187,4.46856022089187E-05
0.008789063,-0.000154522,9.31262970404356E-05
0.008828125,-0.000155085,2.08407640554201E-05
0.008867188,-0.00015471,1.99019908997705E-05
0.00890625,-0.000179306,-7.74E-05
0.008945313,-0.000186253,-0.000169542
0.008984375,-0.000196767,-0.000136498
0.009023438,-0.000196579,-0.000104204
0.0090625,-0.000195828,-0.000159404
0.009101563,-0.00019902,-0.000219673
0.009140625,-0.000212914,-0.000226057
0.009179688,-0.000235444,-0.000315052
0.00921875,-0.000239575,-0.000452676
0.009257813,-0.00025084,-0.000353917
0.009296875,-0.000229248,-0.000247648
0.009335938,-0.000217232,-0.000354668
0.009375,-0.000244457,-0.000329885
0.009414063,-0.000234318,-0.000217608
0.009453125,-0.000230563,-0.000233755
0.009492188,-0.000233755,-0.000187942
0.00953125,-0.000225118,-0.000226808
0.009570313,-0.00022324,-0.000370628
0.009609375,-0.000230187,-0.000277877
0.009648438,-0.00023751,-0.000155273
0.0096875,-0.000213853,-0.000136122
0.009726563,-0.000196767,-0.000122228
0.009765625,-0.000190008,-4.90E-05
0.009804688,-0.000186628,7.51018524519642E-07
0.00984375,-0.000176489,-4.54E-05
0.009882813,-0.000172171,6.51508570020789E-05
0.009921875,-0.000175738,0.000118473
0.009960938,-0.000177991,4.84406948315169E-05
0.01,-0.000180995,8.54283571641093E-05
0.010039063,-0.000175926,3.58611345458129E-05
0.010078125,-0.000190383,-2.53E-05
0.010117188,-0.000186628,-2.48E-05
0.01015625,-0.000203338,-8.73E-05
0.010195313,-0.000197893,-0.000118285
0.010234375,-0.000192824,-0.00011622
0.010273438,-0.000230375,-9.50E-05
0.0103125,-0.00020484,-8.62E-05
0.010351563,-0.000195077,-5.09E-05
0.010390625,-0.000203714,-2.31E-05
0.010429688,-0.00020822,-6.38E-05
0.01046875,-0.000208971,-6.01E-05
0.010507813,-0.000208783,-0.000145134
0.010546875,-0.000234693,-0.000205404
0.010585938,-0.000243518,-0.000206906
0.010625,-0.000248399,-0.000239575
0.010664063,-0.000254032,-0.000225681
0.010703125,-0.000263983,-0.000340775
0.010742188,-0.000277126,-0.00043653
0.01078125,-0.000293836,-0.00046488
0.010820313,-0.000302097,-0.000560072
0.010859375,-0.000301534,-0.000526839
0.010898438,-0.000317305,-0.000536415
0.0109375,-0.000308669,-0.000553876
0.010976563,-0.000299844,-0.00053679
0.011015625,-0.00031186,-0.000590113
0.011054688,-0.000315616,-0.00052008
0.01109375,-0.000310358,-0.000539231
0.011132813,-0.000312987,-0.000536415
0.011171875,-0.000334015,-0.000576782
0.011210938,-0.000332513,-0.00065226
0.01125,-0.000330073,-0.000537354
0.011289063,-0.000328007,-0.000584856
0.011328125,-0.000314865,-0.000544301
0.011367188,-0.000313926,-0.00047164
